Titre,Source,Type,Thème,Résumé,Date,Lien,Priorité,Statut,Afficher dans l’app ?,Afficher dans la carto ?,Latitude,Longitude
Rapport OBFG 2023 sur l’aide juridique,Ordre des Barreaux Francophones et Germanophone,Rapport annuel,Accès au droit,"Ce rapport dresse un état des lieux de l’aide juridique en Belgique, incluant la répartition territoriale des BAJ.",2023-12-01,https://www.avocats.be/fr/rapport-annuel,Haute,Exploité,Oui,Oui,50.8467,4.3499
