Titre,Source,Type,Thème,Résumé,Date,Lien,Priorité,Statut,Afficher dans l’app ?,Afficher dans la carto ?,Latitude,Longitude
Statistiques RIS par commune 2023,SPF Intégration sociale,Données statistiques,Accès aux droits,Taux de bénéficiaires du revenu d'intégration sociale (RIS) en 2023 par commune wallonne.,2024-03-20,https://stat.mi-is.be/fr/dashboard/ris_cities?menu=map,Haute,Exploité,Oui,Oui,50.8503,4.3517
